path,kind,size,background,reference_images,prompt,notes
output/characters/npc/npc_02_rusty_muzzle_idle.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #2 Rusty Muzzle, bronze tier, ability none. rusted holster, patchy leather vest, broken hat brim. Keep exact same identity across poses. Full-body duel idle facing player, hand near holster. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_02_rusty_muzzle_aim.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #2 Rusty Muzzle, bronze tier, ability none. rusted holster, patchy leather vest, broken hat brim. Keep exact same identity across poses. Full-body quick-draw/aim pose, revolver raised naturally. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_02_rusty_muzzle_shoot.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #2 Rusty Muzzle, bronze tier, ability none. rusted holster, patchy leather vest, broken hat brim. Keep exact same identity across poses. Full-body shooting pose aimed at player, NO muzzle flash baked in. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_02_rusty_muzzle_defeat.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #2 Rusty Muzzle, bronze tier, ability none. rusted holster, patchy leather vest, broken hat brim. Keep exact same identity across poses. Non-gory falling/defeated pose, knees or torso giving way. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_03_crow_portrait.png,portrait,1024x1024,opaque,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #3 Crow, bronze tier, ability none. black feathered cloak, hollow eyes, crow-skull hat motif. Keep exact same identity across poses. Chest-up western portrait, neutral wanted-poster composition, no text.",
output/characters/npc/npc_03_crow_idle.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #3 Crow, bronze tier, ability none. black feathered cloak, hollow eyes, crow-skull hat motif. Keep exact same identity across poses. Full-body duel idle facing player, hand near holster. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_03_crow_aim.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #3 Crow, bronze tier, ability none. black feathered cloak, hollow eyes, crow-skull hat motif. Keep exact same identity across poses. Full-body quick-draw/aim pose, revolver raised naturally. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_03_crow_shoot.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #3 Crow, bronze tier, ability none. black feathered cloak, hollow eyes, crow-skull hat motif. Keep exact same identity across poses. Full-body shooting pose aimed at player, NO muzzle flash baked in. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_03_crow_defeat.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #3 Crow, bronze tier, ability none. black feathered cloak, hollow eyes, crow-skull hat motif. Keep exact same identity across poses. Non-gory falling/defeated pose, knees or torso giving way. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_04_desert_fox_portrait.png,portrait,1024x1024,opaque,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #4 Desert Fox, silver tier, ability none. sandy fur-trimmed coat, amber eyes, desert camouflage. Keep exact same identity across poses. Chest-up western portrait, neutral wanted-poster composition, no text.",
output/characters/npc/npc_04_desert_fox_idle.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #4 Desert Fox, silver tier, ability none. sandy fur-trimmed coat, amber eyes, desert camouflage. Keep exact same identity across poses. Full-body duel idle facing player, hand near holster. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_04_desert_fox_aim.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #4 Desert Fox, silver tier, ability none. sandy fur-trimmed coat, amber eyes, desert camouflage. Keep exact same identity across poses. Full-body quick-draw/aim pose, revolver raised naturally. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_04_desert_fox_shoot.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #4 Desert Fox, silver tier, ability none. sandy fur-trimmed coat, amber eyes, desert camouflage. Keep exact same identity across poses. Full-body shooting pose aimed at player, NO muzzle flash baked in. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_04_desert_fox_defeat.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #4 Desert Fox, silver tier, ability none. sandy fur-trimmed coat, amber eyes, desert camouflage. Keep exact same identity across poses. Non-gory falling/defeated pose, knees or torso giving way. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_05_iron_jaw_portrait.png,portrait,1024x1024,opaque,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #5 Iron Jaw, silver tier, ability none. iron half-mask, military coat, cold steel plates. Keep exact same identity across poses. Chest-up western portrait, neutral wanted-poster composition, no text.",
output/characters/npc/npc_05_iron_jaw_idle.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #5 Iron Jaw, silver tier, ability none. iron half-mask, military coat, cold steel plates. Keep exact same identity across poses. Full-body duel idle facing player, hand near holster. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_05_iron_jaw_aim.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #5 Iron Jaw, silver tier, ability none. iron half-mask, military coat, cold steel plates. Keep exact same identity across poses. Full-body quick-draw/aim pose, revolver raised naturally. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_05_iron_jaw_shoot.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #5 Iron Jaw, silver tier, ability none. iron half-mask, military coat, cold steel plates. Keep exact same identity across poses. Full-body shooting pose aimed at player, NO muzzle flash baked in. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_05_iron_jaw_defeat.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #5 Iron Jaw, silver tier, ability none. iron half-mask, military coat, cold steel plates. Keep exact same identity across poses. Non-gory falling/defeated pose, knees or torso giving way. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_06_calamity_portrait.png,portrait,1024x1024,opaque,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #6 Calamity, silver tier, ability none. female bounty hunter, sleek leather duster, dual holsters. Keep exact same identity across poses. Chest-up western portrait, neutral wanted-poster composition, no text.",
output/characters/npc/npc_06_calamity_idle.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #6 Calamity, silver tier, ability none. female bounty hunter, sleek leather duster, dual holsters. Keep exact same identity across poses. Full-body duel idle facing player, hand near holster. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_06_calamity_aim.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #6 Calamity, silver tier, ability none. female bounty hunter, sleek leather duster, dual holsters. Keep exact same identity across poses. Full-body quick-draw/aim pose, revolver raised naturally. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_06_calamity_shoot.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #6 Calamity, silver tier, ability none. female bounty hunter, sleek leather duster, dual holsters. Keep exact same identity across poses. Full-body shooting pose aimed at player, NO muzzle flash baked in. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_06_calamity_defeat.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #6 Calamity, silver tier, ability none. female bounty hunter, sleek leather duster, dual holsters. Keep exact same identity across poses. Non-gory falling/defeated pose, knees or torso giving way. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_07_cactus_jack_portrait.png,portrait,1024x1024,opaque,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #7 Cactus Jack, gold tier, ability none. cactus-spine motif, green-tinted coat, spiked gloves. Keep exact same identity across poses. Chest-up western portrait, neutral wanted-poster composition, no text.",
output/characters/npc/npc_07_cactus_jack_idle.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #7 Cactus Jack, gold tier, ability none. cactus-spine motif, green-tinted coat, spiked gloves. Keep exact same identity across poses. Full-body duel idle facing player, hand near holster. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_07_cactus_jack_aim.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #7 Cactus Jack, gold tier, ability none. cactus-spine motif, green-tinted coat, spiked gloves. Keep exact same identity across poses. Full-body quick-draw/aim pose, revolver raised naturally. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_07_cactus_jack_shoot.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #7 Cactus Jack, gold tier, ability none. cactus-spine motif, green-tinted coat, spiked gloves. Keep exact same identity across poses. Full-body shooting pose aimed at player, NO muzzle flash baked in. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_07_cactus_jack_defeat.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #7 Cactus Jack, gold tier, ability none. cactus-spine motif, green-tinted coat, spiked gloves. Keep exact same identity across poses. Non-gory falling/defeated pose, knees or torso giving way. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_08_twin_fang_portrait.png,portrait,1024x1024,opaque,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #8 Twin Fang, gold tier, ability none. ornate twin revolvers, red vest, gold trim. Keep exact same identity across poses. Chest-up western portrait, neutral wanted-poster composition, no text.",
output/characters/npc/npc_08_twin_fang_idle.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #8 Twin Fang, gold tier, ability none. ornate twin revolvers, red vest, gold trim. Keep exact same identity across poses. Full-body duel idle facing player, hand near holster. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_08_twin_fang_aim.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #8 Twin Fang, gold tier, ability none. ornate twin revolvers, red vest, gold trim. Keep exact same identity across poses. Full-body quick-draw/aim pose, revolver raised naturally. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_08_twin_fang_shoot.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #8 Twin Fang, gold tier, ability none. ornate twin revolvers, red vest, gold trim. Keep exact same identity across poses. Full-body shooting pose aimed at player, NO muzzle flash baked in. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_08_twin_fang_defeat.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #8 Twin Fang, gold tier, ability none. ornate twin revolvers, red vest, gold trim. Keep exact same identity across poses. Non-gory falling/defeated pose, knees or torso giving way. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_09_golden_skull_portrait.png,portrait,1024x1024,opaque,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #9 Golden Skull, gold tier, ability none. gold skull face paint, gilded accents, yellow eyes. Keep exact same identity across poses. Chest-up western portrait, neutral wanted-poster composition, no text.",
output/characters/npc/npc_09_golden_skull_idle.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #9 Golden Skull, gold tier, ability none. gold skull face paint, gilded accents, yellow eyes. Keep exact same identity across poses. Full-body duel idle facing player, hand near holster. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_09_golden_skull_aim.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #9 Golden Skull, gold tier, ability none. gold skull face paint, gilded accents, yellow eyes. Keep exact same identity across poses. Full-body quick-draw/aim pose, revolver raised naturally. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_09_golden_skull_shoot.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #9 Golden Skull, gold tier, ability none. gold skull face paint, gilded accents, yellow eyes. Keep exact same identity across poses. Full-body shooting pose aimed at player, NO muzzle flash baked in. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_09_golden_skull_defeat.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #9 Golden Skull, gold tier, ability none. gold skull face paint, gilded accents, yellow eyes. Keep exact same identity across poses. Non-gory falling/defeated pose, knees or torso giving way. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_10_steel_eagle_portrait.png,portrait,1024x1024,opaque,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #10 Steel Eagle, platinum tier, ability none. mechanical eye, steel shoulder armor, eagle emblem. Keep exact same identity across poses. Chest-up western portrait, neutral wanted-poster composition, no text.",
output/characters/npc/npc_10_steel_eagle_idle.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #10 Steel Eagle, platinum tier, ability none. mechanical eye, steel shoulder armor, eagle emblem. Keep exact same identity across poses. Full-body duel idle facing player, hand near holster. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
